"dx_cd|""diagnosis_desc""|""diag_vers_typ_id""",,,,
"V595|""CORNEA DONORS""|1",,,,
"V595|""PASSENGER IN PICK-UP TRUCK OR VAN INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN TRAFFIC ACCIDENT""|2",,,,
"V596|""LIVER DONORS""|1",,,,
"V596|""UNSPECIFIED OCCUPANT OF PICK-UP TRUCK OR VAN INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN TRAFFIC ACCIDENT""|2",,,,
"V598|""DONORS OF OTHER SPECIFIED ORGAN OR TISSUE""|1",,,,
"V598|""OCCUPANT (DRIVER) (PASSENGER) OF PICK-UP TRUCK OR VAN INJURED IN OTHER SPECIFIED TRANSPORT ACCIDENTS""|2",,,,
"V599|""DONORS OF UNSPECIFIED ORGAN OR TISSUE""|1",,,,
"V599|""OCCUPANT (DRIVER) (PASSENGER) OF PICK-UP TRUCK OR VAN INJURED IN UNSPECIFIED TRAFFIC ACCIDENT""|2",,,,
"V60|""HOUSING", HOUSEHOLD," AND ECONOMIC CIRCUMSTANCES""|1",,
"V60|""OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL""|2",,,,
"V600|""LACK OF HOUSING""|1",,,,
"V600|""DRIVER OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN NONTRAFFIC ACCIDENT""|2",,,,
"V601|""INADEQUATE HOUSING""|1",,,,
"V601|""PASSENGER IN HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN NONTRAFFIC ACCIDENT""|2",,,,
"V602|""INADEQUATE MATERIAL RESOURCES""|1",,,,
"V602|""PERSON ON OUTSIDE OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN NONTRAFFIC ACCIDENT""|2",,,,
"V603|""PERSON LIVING ALONE""|1",,,,
"V603|""UNSPECIFIED OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN NONTRAFFIC ACCIDENT""|2",,,,
"V604|""NO OTHER HOUSEHOLD MEMBER ABLE TO RENDER CARE""|1",,,,
"V604|""PERSON BOARDING OR ALIGHTING A HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL""|2",,,,
"V605|""HOLIDAY RELIEF CARE""|1",,,,
"V605|""DRIVER OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN TRAFFIC ACCIDENT""|2",,,,
"V606|""PERSON LIVING IN RESIDENTIAL INSTITUTION""|1",,,,
"V606|""PASSENGER IN HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN TRAFFIC ACCIDENT""|2",,,,
"V609|""UNSPECIFIED HOUSING OR ECONOMIC CIRCUMSTANCE""|1",,,,
"V609|""UNSPECIFIED OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN TRAFFIC ACCIDENT""|2",,,,
"V61|""OTHER FAMILY CIRCUMSTANCES""|1",,,,
"V61|""OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH PEDAL CYCLE""|2",,,,
"V610|""FAMILY DISRUPTION""|1",,,,
"V610|""DRIVER OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH PEDAL CYCLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V611|""COUNSELING FOR MARITAL AND PARTNER PROBLEMS""|1",,,,
"V611|""PASSENGER IN HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH PEDAL CYCLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V612|""PARENT-CHILD PROBLEMS""|1",,,,
"V612|""PERSON ON OUTSIDE OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH PEDAL CYCLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V613|""PROBLEMS WITH AGED PARENTS OR IN-LAWS""|1",,,,
"V613|""UNSPECIFIED OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH PEDAL CYCLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V614|""HEALTH PROBLEMS WITHIN FAMILY""|1",,,,
"V614|""PERSON BOARDING OR ALIGHTING A HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH PEDAL CYCLE WHILE BOARDING OR ALIGHTING""|2",,,,
"V615|""MULTIPARITY""|1",,,,
"V615|""DRIVER OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH PEDAL CYCLE IN TRAFFIC ACCIDENT""|2",,,,
"V616|""ILLEGITIMACY OR ILLEGITIMATE PREGNANCY""|1",,,,
"V616|""PASSENGER IN HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH PEDAL CYCLE IN TRAFFIC ACCIDENT""|2",,,,
"V617|""OTHER UNWANTED PREGNANCY""|1",,,,
"V617|""PERSON ON OUTSIDE OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH PEDAL CYCLE IN TRAFFIC ACCIDENT""|2",,,,
"V619|""UNSPECIFIED FAMILY CIRCUMSTANCE""|1",,,,
"V619|""UNSPECIFIED OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH PEDAL CYCLE IN TRAFFIC ACCIDENT""|2",,,,
"V62|""OTHER PSYCHOSOCIAL CIRCUMSTANCES""|1",,,,
"V62|""OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE""|2",,,,
"V620|""UNEMPLOYMENT""|1",,,,
"V620|""DRIVER OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V621|""ADVERSE EFFECTS OF WORK ENVIRONMENT""|1",,,,
"V621|""PASSENGER IN HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V622|""OTHER OCCUPATIONAL CIRCUMSTANCES OR MALADJUSTMENT""|1",,,,
"V622|""PERSON ON OUTSIDE OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V623|""EDUCATIONAL CIRCUMSTANCES""|1",,,,
"V623|""UNSPECIFIED OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V624|""SOCIAL MALADJUSTMENT""|1",,,,
"V624|""PERSON BOARDING OR ALIGHTING A HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE""|2",,,,
"V625|""LEGAL CIRCUMSTANCES""|1",,,,
"V625|""DRIVER OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V626|""REFUSAL OF TREATMENT FOR REASONS OF RELIGION OR CONSCIENCE""|1",,,,
"V626|""PASSENGER IN HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V629|""UNSPECIFIED PSYCHOSOCIAL CIRCUMSTANCE""|1",,,,
"V629|""UNSPECIFIED OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V63|""UNAVAILABILITY OF OTHER MEDICAL FACILITIES FOR CARE""|1",,,,
"V63|""OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN""|2",,,
"V630|""RESIDENCE REMOTE FROM HOSPITAL OR OTHER HEALTH CARE FACILITY""|1",,,,
"V630|""DRIVER OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN IN NONTRAFFIC ACCIDENT""|2",,,
"V631|""MEDICAL SERVICES IN HOME NOT AVAILABLE""|1",,,,
"V631|""PASSENGER IN HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN IN NONTRAFFIC ACCIDENT""|2",,,
"V632|""PERSON AWAITING ADMISSION TO ADEQUATE FACILITY ELSEWHERE""|1",,,,
"V632|""PERSON ON OUTSIDE OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN IN NONTRAFFIC ACCIDENT""|2",,,
"V639|""UNSPECIFIED REASON FOR UNAVAILABILITY OF MEDICAL FACILITIES""|1",,,,
"V639|""UNSPECIFIED OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH CAR"," PICK-UP TRUCK OR VAN IN TRAFFIC ACCIDENT""|2",,,
"V64|""PERSONS ENCOUNTERING HEALTH SERVICES FOR SPECIFIC PROCEDURES"," NOT CARRIED OUT""|1",,,
"V64|""OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS""|2",,,,
"V640|""VACCINATION NOT CARRIED OUT""|1",,,,
"V640|""DRIVER OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN NONTRAFFIC ACCIDENT""|2",,,,
"V641|""SURGICAL OR OTHER PROCEDURE NOT CARRIED OUT BECAUSE OF CONTRAINDICATION""|1",,,,
"V641|""PASSENGER IN HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN NONTRAFFIC ACCIDENT""|2",,,,
"V642|""SURGICAL OR OTHER PROCEDURE NOT CARRIED OUT BECAUSE OF PATIENT'S DECISION""|1",,,,
"V642|""PERSON ON OUTSIDE OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN NONTRAFFIC ACCIDENT""|2",,,,
"V643|""PROCEDURE NOT CARRIED OUT FOR OTHER REASONS""|1",,,,
"V643|""UNSPECIFIED OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS IN NONTRAFFIC ACCIDENT""|2",,,,
"V644|""LAPAROSCOPIC SURGICAL PROCEDURE CONVERTED TO OPEN PROCEDURE""|1",,,,
"V644|""PERSON BOARDING OR ALIGHTING A HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH HEAVY TRANSPORT VEHICLE OR BUS WHILE BOARDING OR ALIGHTING""|2",,,,
"V65|""OTHER PERSONS SEEKING CONSULTATION""|1",,,,
"V65|""OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE""|2",,,,
"V650|""HEALTHY PERSON ACCOMPANYING SICK PERSON""|1",,,,
"V650|""DRIVER OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V651|""PERSON CONSULTING ON BEHALF OF ANOTHER PERSON""|1",,,,
"V651|""PASSENGER IN HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V652|""PERSON FEIGNING ILLNESS""|1",,,,
"V652|""PERSON ON OUTSIDE OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V653|""DIETARY SURVEILLANCE AND COUNSELING""|1",,,,
"V653|""UNSPECIFIED OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V654|""OTHER COUNSELING"," NOT ELSEWHERE CLASSIFIED""|1",,,
"V654|""PERSON BOARDING OR ALIGHTING A HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE""|2",,,,
"V655|""PERSON WITH FEARED COMPLAINT IN WHOM NO DIAGNOSIS WAS MADE""|1",,,,
"V655|""DRIVER OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V659|""UNSPECIFIED REASON FOR CONSULTATION""|1",,,,
"V659|""UNSPECIFIED OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH RAILWAY TRAIN OR RAILWAY VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V66|""CONVALESCENCE AND PALLIATIVE CARE""|1",,,,
"V66|""OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE""|2",,,,
"V660|""CONVALESCENCE FOLLOWING SURGERY""|1",,,,
"V660|""DRIVER OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V661|""CONVALESCENCE FOLLOWING RADIOTHERAPY""|1",,,,
"V661|""PASSENGER IN HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V662|""CONVALESCENCE FOLLOWING CHEMOTHERAPY""|1",,,,
"V662|""PERSON ON OUTSIDE OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V663|""CONVALESCENCE FOLLOWING PSYCHOTHERAPY AND OTHER TREATMENT FOR MENTAL DISORDER""|1",,,,
"V663|""UNSPECIFIED OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V664|""CONVALESCENCE FOLLOWING TREATMENT OF FRACTURE""|1",,,,
"V664|""PERSON BOARDING OR ALIGHTING A HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE""|2",,,,
"V665|""CONVALESCENCE FOLLOWING OTHER TREATMENT""|1",,,,
"V665|""DRIVER OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V666|""CONVALESCENCE FOLLOWING COMBINED TREATMENT""|1",,,,
"V666|""PASSENGER IN HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V667|""ENCOUNTER FOR PALLIATIVE CARE""|1",,,,
"V667|""PERSON ON OUTSIDE OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V669|""UNSPECIFIED CONVALESCENCE""|1",,,,
"V669|""UNSPECIFIED OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH OTHER NONMOTOR VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V67|""FOLLOW-UP EXAMINATION""|1",,,,
"V67|""OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT""|2",,,,
"V670|""FOLLOW-UP EXAMINATION FOLLOWING SURGERY""|1",,,,
"V670|""DRIVER OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT IN NONTRAFFIC ACCIDENT""|2",,,,
"V671|""FOLLOW-UP EXAMINATION FOLLOWING RADIOTHERAPY""|1",,,,
"V671|""PASSENGER IN HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT IN NONTRAFFIC ACCIDENT""|2",,,,
"V672|""FOLLOW-UP EXAMINATION FOLLOWING CHEMOTHERAPY""|1",,,,
"V672|""PERSON ON OUTSIDE OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT IN NONTRAFFIC ACCIDENT""|2",,,,
"V673|""FOLLOW-UP EXAMINATION FOLLOWING PSYCHOTHERAPY AND OTHER TREATMENT FOR MENTAL DISORDER""|1",,,,
"V673|""UNSPECIFIED OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT IN NONTRAFFIC ACCIDENT""|2",,,,
"V674|""FOLLOW-UP EXAMINATION"," FOLLOWING TREATMENT OF HEALED FRACTURE""|1",,,
"V674|""PERSON BOARDING OR ALIGHTING A HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT""|2",,,,
"V675|""FOLLOW-UP EXAMINATION FOLLOWING OTHER TREATMENT""|1",,,,
"V675|""DRIVER OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT IN TRAFFIC ACCIDENT""|2",,,,
"V676|""FOLLOW-UP EXAMINATION FOLLOWING COMBINED TREATMENT""|1",,,,
"V676|""PASSENGER IN HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT IN TRAFFIC ACCIDENT""|2",,,,
"V679|""UNSPECIFIED FOLLOW-UP EXAMINATION""|1",,,,
"V679|""UNSPECIFIED OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH FIXED OR STATIONARY OBJECT IN TRAFFIC ACCIDENT""|2",,,,
"V68|""ENCOUNTERS FOR ADMINISTRATIVE PURPOSES""|1",,,,
"V68|""OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN NONCOLLISION TRANSPORT ACCIDENT""|2",,,,
"V680|""ISSUE OF MEDICAL CERTIFICATES""|1",,,,
"V680|""DRIVER OF HEAVY TRANSPORT VEHICLE INJURED IN NONCOLLISION TRANSPORT ACCIDENT IN NONTRAFFIC ACCIDENT""|2",,,,
"V681|""ISSUE OF REPEAT PRESCRIPTIONS""|1",,,,
"V681|""PASSENGER IN HEAVY TRANSPORT VEHICLE INJURED IN NONCOLLISION TRANSPORT ACCIDENT IN NONTRAFFIC ACCIDENT""|2",,,,
"V682|""REQUEST FOR EXPERT EVIDENCE""|1",,,,
"V682|""PERSON ON OUTSIDE OF HEAVY TRANSPORT VEHICLE INJURED IN NONCOLLISION TRANSPORT ACCIDENT IN NONTRAFFIC ACCIDENT""|2",,,,
"V689|""ENCOUNTERS FOR UNSPECIFIED ADMINISTRATIVE PURPOSE""|1",,,,
"V689|""UNSPECIFIED OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN NONCOLLISION TRANSPORT ACCIDENT IN TRAFFIC ACCIDENT""|2",,,,
"V69|""PROBLEMS RELATED TO LIFESTYLE""|1",,,,
"V69|""OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN OTHER AND UNSPECIFIED TRANSPORT ACCIDENTS""|2",,,,
"V690|""LACK OF PHYSICAL EXERCISE""|1",,,,
"V690|""DRIVER OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN NONTRAFFIC ACCIDENT""|2",,,,
"V691|""INAPPROPRIATE DIET AND EATING HABITS""|1",,,,
"V691|""PASSENGER IN HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN NONTRAFFIC ACCIDENT""|2",,,,
"V692|""HIGH-RISK SEXUAL BEHAVIOR""|1",,,,
"V692|""UNSPECIFIED OCCUPANT OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN NONTRAFFIC ACCIDENT""|2",,,,
"V693|""GAMBLING AND BETTING""|1",,,,
"V693|""OCCUPANT (DRIVER) (PASSENGER) OF HEAVY TRANSPORT VEHICLE INJURED IN UNSPECIFIED NONTRAFFIC ACCIDENT""|2",,,,
"V694|""LACK OF ADEQUATE SLEEP""|1",,,,
"V694|""DRIVER OF HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN TRAFFIC ACCIDENT""|2",,,,
"V695|""BEHAVIORAL INSOMNIA OF CHILDHOOD""|1",,,,
"V695|""PASSENGER IN HEAVY TRANSPORT VEHICLE INJURED IN COLLISION WITH OTHER AND UNSPECIFIED MOTOR VEHICLES IN TRAFFIC ACCIDENT""|2",,,,
"V698|""OTHER PROBLEMS RELATED TO LIFESTYLE""|1",,,,
"V698|""OCCUPANT (DRIVER) (PASSENGER) OF HEAVY TRANSPORT VEHICLE INJURED IN OTHER SPECIFIED TRANSPORT ACCIDENTS""|2",,,,
"V699|""UNSPECIFIED PROBLEM RELATED TO LIFESTYLE""|1",,,,
"V699|""OCCUPANT (DRIVER) (PASSENGER) OF HEAVY TRANSPORT VEHICLE INJURED IN UNSPECIFIED TRAFFIC ACCIDENT""|2",,,,
"V70|""GENERAL MEDICAL EXAMINATION""|1",,,,
"V70|""BUS OCCUPANT INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL""|2",,,,
"V700|""ROUTINE GENERAL MEDICAL EXAMINATION AT A HEALTH CARE FACILITY""|1",,,,
"V700|""DRIVER OF BUS INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN NONTRAFFIC ACCIDENT""|2",,,,
"V701|""GENERAL PSYCHIATRIC EXAMINATION"," REQUESTED BY THE AUTHORITY""|1",,,
"V701|""PASSENGER ON BUS INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN NONTRAFFIC ACCIDENT""|2",,,,
"V702|""GENERAL PSYCHIATRIC EXAMINATION"," OTHER AND UNSPECIFIED""|1",,,
"V702|""PERSON ON OUTSIDE OF BUS INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN NONTRAFFIC ACCIDENT""|2",,,,
"V703|""OTHER GENERAL MEDICAL EXAMINATION FOR ADMINISTRATIVE PURPOSES""|1",,,,
"V703|""UNSPECIFIED OCCUPANT OF BUS INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN NONTRAFFIC ACCIDENT""|2",,,,
"V704|""EXAMINATION FOR MEDICOLEGAL REASONS""|1",,,,
"V704|""PERSON BOARDING OR ALIGHTING FROM BUS INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL""|2",,,,
"V705|""HEALTH EXAMINATION OF DEFINED SUBPOPULATIONS""|1",,,,
"V705|""DRIVER OF BUS INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN TRAFFIC ACCIDENT""|2",,,,
"V706|""HEALTH EXAMINATION IN POPULATION SURVEYS""|1",,,,
"V706|""PASSENGER ON BUS INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN TRAFFIC ACCIDENT""|2",,,,
"V707|""EXAMINATION FOR NORMAL COMPARISON OR CONTROL IN CLINICAL RESEARCH""|1",,,,
"V707|""PERSON ON OUTSIDE OF BUS INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN TRAFFIC ACCIDENT""|2",,,,
"V709|""UNSPECIFIED GENERAL MEDICAL EXAMINATION""|1",,,,
"V709|""UNSPECIFIED OCCUPANT OF BUS INJURED IN COLLISION WITH PEDESTRIAN OR ANIMAL IN TRAFFIC ACCIDENT""|2",,,,
"V71|""OBSERVATION AND EVALUATION FOR SUSPECTED CONDITIONS NOT FOUND""|1",,,,
"V71|""BUS OCCUPANT INJURED IN COLLISION WITH PEDAL CYCLE""|2",,,,
"V710|""OBSERVATION FOR SUSPECTED MENTAL CONDITION""|1",,,,
"V710|""DRIVER OF BUS INJURED IN COLLISION WITH PEDAL CYCLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V711|""OBSERVATION FOR SUSPECTED MALIGNANT NEOPLASM""|1",,,,
"V711|""PASSENGER ON BUS INJURED IN COLLISION WITH PEDAL CYCLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V712|""OBSERVATION FOR SUSPECTED TUBERCULOSIS""|1",,,,
"V712|""PERSON ON OUTSIDE OF BUS INJURED IN COLLISION WITH PEDAL CYCLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V713|""OBSERVATION FOLLOWING ACCIDENT AT WORK""|1",,,,
"V713|""UNSPECIFIED OCCUPANT OF BUS INJURED IN COLLISION WITH PEDAL CYCLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V714|""OBSERVATION FOLLOWING OTHER ACCIDENT""|1",,,,
"V714|""PERSON BOARDING OR ALIGHTING FROM BUS INJURED IN COLLISION WITH PEDAL CYCLE""|2",,,,
"V715|""OBSERVATION FOLLOWING ALLEGED RAPE OR SEDUCTION""|1",,,,
"V715|""DRIVER OF BUS INJURED IN COLLISION WITH PEDAL CYCLE IN TRAFFIC ACCIDENT""|2",,,,
"V716|""OBSERVATION FOLLOWING OTHER INFLICTED INJURY""|1",,,,
"V716|""PASSENGER ON BUS INJURED IN COLLISION WITH PEDAL CYCLE IN TRAFFIC ACCIDENT""|2",,,,
"V717|""OBSERVATION FOR SUSPECTED CARDIOVASCULAR DISEASE""|1",,,,
"V717|""PERSON ON OUTSIDE OF BUS INJURED IN COLLISION WITH PEDAL CYCLE IN TRAFFIC ACCIDENT""|2",,,,
"V719|""OBSERVATION FOR UNSPECIFIED SUSPECTED CONDITION""|1",,,,
"V719|""UNSPECIFIED OCCUPANT OF BUS INJURED IN COLLISION WITH PEDAL CYCLE IN TRAFFIC ACCIDENT""|2",,,,
"V72|""SPECIAL INVESTIGATIONS AND EXAMINATIONS""|1",,,,
"V72|""BUS OCCUPANT INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE""|2",,,,
"V720|""EXAMINATION OF EYES AND VISION""|1",,,,
"V720|""DRIVER OF BUS INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V721|""EXAMINATION OF EARS AND HEARING""|1",,,,
"V721|""PASSENGER ON BUS INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V722|""DENTAL EXAMINATION""|1",,,,
"V722|""PERSON ON OUTSIDE OF BUS INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V723|""GYNECOLOGICAL EXAMINATION""|1",,,,
"V723|""UNSPECIFIED OCCUPANT OF BUS INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN NONTRAFFIC ACCIDENT""|2",,,,
"V724|""PREGNANCY EXAMINATION OR TEST""|1",,,,
"V724|""PERSON BOARDING OR ALIGHTING FROM BUS INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE""|2",,,,
"V725|""RADIOLOGICAL EXAMINATION"," NOT ELSEWHERE CLASSIFIED""|1",,,
"V725|""DRIVER OF BUS INJURED IN COLLISION WITH TWO- OR THREE-WHEELED MOTOR VEHICLE IN TRAFFIC ACCIDENT""|2",,,,
"V726|""LABORATORY EXAMINATION""|1",,,,
